Title,Category,Skills
Lessons on Wisdom: Personal Leadership for Your Life,Business | Leadership and Management,"People Development,Change Management,Learning How To Learn,Leadership Development,Growth Strategies,"
Robotics: Computational Motion Planning,Physical Science and Engineering | Mechanical Engineering,"Motion Planning,Automated Planning And Scheduling,A* Search Algorithm,Matlab,"
The Role of Global Capital Markets,Business | Finance,
Marketing on TikTok,Business | Marketing,"Marketing Plan,Social Media Marketing,Content Creation,Content Marketing,"
Identifying Patient Populations,Data Science | Data Analysis,
Fitting Statistical Models to Data with Python,Data Science | Probability and Statistics,"Bayesian Statistics,Python Programming,Statistical Model,statistical regression,"
Positive Psychology: Martin E. P. Seligman’s Visionary Science,Health | Psychology,"Character Strengths And Virtues,Gratitude,Positive Education,Positive Psychology,"
Digitalisation in Space Research,Physical Science and Engineering | Mechanical Engineering,
Perspective-Taking,Personal Development | Personal Development,
Drug Discovery ,Health | Healthcare Management,"Pharmacology,Drug Development,Clinical Development,Pharmacokinetics,"
Battery Pack Balancing and Power Estimation,Physical Science and Engineering | Electrical Engineering,
Social Marketing Capstone Project,Business | Marketing,"Social Media Marketing,Social Media,Budget,Planning,"
"Musicianship: Chord Charts, Diatonic Chords, and Minor Keys",Arts and Humanities | Music and Art,"Music Performance,Piano,Music,Music composition,Music theory,"
The Define Phase for the 6 σ Black Belt,Business | Business Essentials,
Capstone: Your Story,Arts and Humanities | Music and Art,
SEL for Students: A Path to Social Emotional Well-Being,Social Sciences | Education,
Applied Machine Learning in Python,Data Science | Data Analysis,"Python Programming,Machine Learning (ML) Algorithms,Machine Learning,Scikit-Learn,"
Overview of Advanced Methods of Reinforcement Learning in Finance,Computer Science | Algorithms,
Teach English Now! Foundational Principles,Social Sciences | Education,
Statistical Inference for Estimation in Data Science,Data Science | Probability and Statistics,
Statistical Inference and Hypothesis Testing in Data Science Applications,Data Science | Probability and Statistics,
Cryptography,Computer Science | Computer Security and Networks,"Number Theory,Cryptography,Public-Key Cryptography,"
Information Design,Computer Science | Design and Product,"Information Design,User Interface Techniques,Responsive Web Design,Website Wireframe,"
Fashion Systems,Business | Business Strategy,"Systems Thinking,Product Life Cycles,User-Centered Design,Research And Development (R&D),Sustainability,"
"Data Warehouse Concepts, Design, and Data Integration",Computer Science | Design and Product,"Extraction, Transformation And Loading (ETL),Pentaho,Data Integration,Data Warehouse,"
"Developing AR/VR/MR/XR Apps with WebXR, Unity & Unreal",Computer Science | Design and Product,
Brand Identity and Strategy,Business | Marketing,"Advertising,Logo,Brand,Brand Identity,"
"Conjunctions, Connectives, and Adverb Clauses",Language Learning | Learning English,
Introduction to CSS3,Computer Science | Mobile and Web Development,"Web Design,Style Sheets,Cascading Style Sheets (CSS),Web Development,"
Software Development Processes and Methodologies,Computer Science | Software Development,
Introduction to Machine Learning in Sports Analytics,Data Science | Data Analysis,
Understanding and Visualizing Data with Python,Data Science | Data Analysis,"Statistics,Data Analysis,Python Programming,Data Visualization (DataViz),"
Managing Talent,Business | Leadership and Management,"Onboarding,Talent Management,Coaching,Recruitment,"
Analyzing and Visualizing Data in Looker,Data Science | Data Analysis,
Excel Fundamentals for Data Analysis,Business | Business Essentials,"Data Analysis,Microsoft Excel,Data Cleansing,"
"ETL and Data Pipelines with Shell, Airflow and Kafka",Information Technology | Data Management,"Extraction, Transformation And Loading (ETL),Apache Kafka,Apache Airflow,Data Pipelines,"
Analysis and Interpretation of Data,Business | Marketing,"Using qualitative and quantitative data analysis approaches,Analyse and interpret data,"
Agile Leadership: Introduction to Change,Business | Leadership and Management,
"Create video, audio and infographics for online learning ",Social Sciences | Education,"Infographics,Design-thinking,Podcast,Video Production,Multimedia,"
Singing Popular Music,Arts and Humanities | Music and Art,"Popular Music,Breathing Techniques,Belting,Music,Singing,"
Investments I: Fundamentals of Performance Evaluation,Business | Finance,"Stock,Finance,Investment Strategy,Investment,"
The Business of Product Management I,Business | Leadership and Management,"Go-to-market Strategy,Product/Market Fit,Tech Leadership,B2B Sales,Product Management,"
Agile Software Development,Computer Science | Software Development,"Software Development Kit (SDK),Agile Software Development,Scrum (Software Development),"
Applied Data Science for Data Analysts,Data Science | Data Analysis,"Data Science,Machine Learning,Databricks,"
Financial Analysis of Scenarios and Decisions,Business | Business Essentials,"Financial Analysis,Planning,Decision-Making,Data Analysis,Budget,"
Functional Programming in Scala Capstone,Data Science | Data Analysis,"Scala Programming,Parallel Computing,Apache Spark,Functional Programming,"
Understanding and Strengthening Health Systems,Health | Public Health,
Understanding Financial Statements: Company Performance,Business | Business Essentials,"Income Statement,Financial Ratio,Financial Statement,Balance Sheet,"
Types of Conflict,Business | Business Essentials,"Assertiveness,Active Listening,Communication,Management,"
Content Strategy for Professionals: Engaging Audiences,Business | Marketing,"Content Creation,Persona (User Experience),Brand Management,Content Marketing,"
Big Data - Capstone Project,Data Science | Data Analysis,"Big Data,Neo4j,Knime,Splunk,"
Inferential Statistics,Data Science | Probability and Statistics,"Statistics,Statistical Inference,Regression Analysis,Analysis Of Variance (ANOVA),"
Fundamentals of Scalable Data Science,Data Science | Data Analysis,"Statistics,Data Science,Internet Of Things (IOT),Apache Spark,"
Uncommon Sense Teaching,Social Sciences | Education,"Teaching,diversity,inclusive,teaching strategies,"
Delivery Problem,Computer Science | Algorithms,
Creating Behavioral Change,Health | Psychology,
Decentralized Applications (Dapps),Computer Science | Software Development,"MetaMask client,Blockchain,Decentralized Applications,Truffle IDE,Smart Contract,"
Agile Meets Design Thinking,Computer Science | Design and Product,"agile user stories,User Experience Design (UXD),Agile Software Development,Product Management,Software Development,"
Flight Mechanics - Anemobarometry,Physical Science and Engineering | Physics and Astronomy,
Improving Communication Skills,Personal Development | Personal Development,"goal setting,Communication,Negotiation,Deception,"
AI Workflow: Data Analysis and Hypothesis Testing,Data Science | Machine Learning,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,"
Design Thinking: Discovery Tools,Business | Business Strategy,"Strategic Thinking,Innovation,Innovation Management,Design Thinking,"
Cognición encarnada,Computer Science | Algorithms,
Foundations of Red Hat Cloud-native Development,Information Technology | Cloud Computing,"Cloud Platforms,Cloud Applications,Kubernetes,Cloud Computing,"
Introduction to Artificial Intelligence (AI),Data Science | Machine Learning,"Data Science,Deep Learning,Artificial Intelligence (AI),Jobs,Machine Learning,"
Creating a Team Culture of Continuous Learning,Business | Leadership and Management,
"Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation",Health | Nutrition,
Financial Acumen for Non-Financial Managers,Business | Business Essentials,
"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Business | Leadership and Management,"Negotiation,Leadership,Team Management,Collaboration,"
Linux System Programming and Introduction to Buildroot,Computer Science | Software Development,"Linux,Embedded Systems Engineering,C Programming,Shell Script,Electrical Engineering,"
Fundamentals of Management,Business | Leadership and Management,"Management Theory,Management Styles,Leadership,Management,"
"Engineering Project Management: Risk, Quality, Teams, and Procurement",Business | Leadership and Management,"Project Management,Procurement,Risk Management Plan,Project Risk Management,"
Introduction to Corporate Finance,Business | Finance,"Discounted Cash Flow,Decision-Making,Corporate Finance,Cash Flow Analysis,"
Statistical Inference,Data Science | Probability and Statistics,"Statistics,Statistical Inference,Statistical Hypothesis Testing,"
Financial Analysis of Organizations,Business | Business Essentials,"Accounting,Financial Analysis,Financial Statement,Finance,"
Game Design and Development 3: 3D Shooter,Computer Science | Software Development,"Video Game Development,Unity,Game Design,technology,Game Making,"
Life Cycle Assessment,Health | Public Health,
Generative Deep Learning with TensorFlow,Data Science | Machine Learning,"Variational AutoEncoders,Auto Encoders,Generative Adversarial Networks,Neural Style Transfer,"
Value-Based Care: Organizational Competencies,Health | Public Health,"value-based care,Organizational Structure,Healthcare Management,Healthcare Quality,Patient Care,"
AI Strategy and Governance,Data Science | Machine Learning,
Digital Product Management: Modern Fundamentals,Business | Leadership and Management,"Product/Market Fit,Product Management,Design Thinking,Innovation Pipeline,Lean Startup,"
Negotiation skills: Negotiate and resolve conflict,Business | Business Essentials,
Managing Big Data with MySQL,Data Science | Data Analysis,"Data Analysis,MySQL,Teradata,SQL,"
"Journalism, the future, and you!",Arts and Humanities | Music and Art,
